the_geom,Longitude,Latitude,Agent Key,key,Name,Address,City,State,Zip,Outlet Type,Status,Phone,Directions,GlobalID,ObjectID
POINT (-76.842564984288 41.060524125264),-76.84256498,41.06052413,"1,133","1,948",FICKS HARDWARE,759 SUSQUEHANNA TRL,WATSONTOWN,PA,17777,D,-1,5705382685,"http://maps.google.com/maps?q=41.06052413,-76.84256498",{25E3E5E7-CFEC-4150-AECD-2CD5612F409F},"16,682"
POINT (-77.012287658776 40.733134661213),-77.01228766,40.73313466,952,"1,738",MARTINS FAMILY HARDWARE,8687 RT 104 SUITE 2,MOUNT PLEASANT MILLS,PA,17853,D,-1,5705398080,"http://maps.google.com/maps?q=40.73313466,-77.01228766",{E6B4C933-4B1D-4AA6-9E65-2B470F460A43},"16,745"
POINT (-76.982596011999 40.684914469203),-76.98259601,40.68491447,,,ALINE COUNTRY STORE,4959 RTE 104,MOUNT PLEASANT MILLS,PA,17853,G,-1,5705398340,"http://maps.google.com/maps?q=40.68491447,-76.98259601",{FAC596B4-ABE0-40AB-9444-18D5D43EA732},"16,024"
POINT (-76.151270786375 41.153507160808),-76.15127079,41.15350716,"1,121","1,934",FIVE MOUNTAIN HARDWARE. LLC,26 WEST UNION ST,SHICKSHINNY,PA,18655,G,-1,5705427112,"http://maps.google.com/maps?q=41.15350716,-76.15127079",{1EFB0455-8402-4E96-8999-9D5BA5D32379},"16,679"
POINT (-76.828407521936 41.243319645919),-76.82840752,41.24331965,697,"1,480",DICKS SPORTING GOODS 277,300 LYCOMING MALL CIRCLE,MUNCY,PA,17756,D,-1,5705462625,"http://maps.google.com/maps?q=41.24331965,-76.82840752",{82B49BAD-CC56-4816-9967-57C93BB2829E},"16,524"
POINT (-77.033822005393 41.145719998998),-77.03382201,41.14572,,"5,537",NATIONAL ARCHERY & OUTDOORS,14325 S ST ROUTE 44,ALLENWOOD,PA,17810,D,-1,5705470440,"http://maps.google.com/maps?q=41.14572,-77.03382201",{6DAE47B1-8197-41E7-BE8A-7073B0752267},"18,157"
POINT (-75.713375506289 41.38158318119),-75.71337551,41.38158318,944,"1,728",LONESOME ROAD ARCHERY,401 S MAIN ST,TAYLOR,PA,18517,G,-1,5705620301,"http://maps.google.com/maps?q=41.38158318,-75.71337551",{F447656A-2FB4-4212-ACCF-61B006F006D6},"16,618"
POINT (-76.628034910266 41.864274422773),-76.62803491,41.86427442,243,752,UP IN ARMS SHOOTING SUPPLIES,465 MAIN ST,EAST SMITHFIELD,PA,18817,D,-1,5705963463,"http://maps.google.com/maps?q=41.86427442,-76.62803491",{F3D2D09C-3B25-49B5-BA79-54F8D24C0F1B},"15,932"
POINT (-76.131231672074 41.989919107258),-76.13123167,41.98991911,"1,344","2,218","SKYLINE SERVICES, INC.",891 PENNSYLVANIA AVE,LITTLE MEADOWS,PA,18830,D,-1,5706233000,"http://maps.google.com/maps?q=41.98991911,-76.13123167",{8BAEDBF2-A5AB-4A2C-A6FC-2C1291BB60B6},"18,026"
POINT (-76.198007037709 40.687449141936),-76.19800704,40.68744914,569,"1,136",SCHUYLKILL COUNTY TREASURER,401 NORTH SECOND STREET,POTTSVILLE,PA,17901,D,-1,5706281438,"http://maps.google.com/maps?q=40.68744914,-76.19800704",{5FABBC06-72D4-43E7-82BE-251B5D0C8889},"16,477"
POINT (-75.876340901394 41.021586439321),-75.8763409,41.02158644,213,688,D AND M GUNS SUPPLY,176 FOSTER AVE,FREELAND,PA,18224,D,-1,5706361209,"http://maps.google.com/maps?q=41.02158644,-75.8763409",{A59CA302-3481-4569-94AA-E25CCEF4EC88},"16,354"
POINT (-75.57848461977 41.152514384069),-75.57848462,41.15251438,"1,090","1,896",ARROWHEAD LAKE COMMUNITY ASSOC,961 ARROWHEAD DRIVE,POCONO LAKE,PA,18347,F,-1,5706438131,"http://maps.google.com/maps?q=41.15251438,-75.57848462",{EAA1B46B-1435-4F61-BF0B-4E2B39080A20},"16,820"
POINT (-75.571156982047 41.105830090138),-75.57115698,41.10583009,666,"1,229",POCONO BOATHOUSE INC,602 RT 940,POCONO LAKE,PA,18347,D,-1,5706464107,"http://maps.google.com/maps?q=41.10583009,-75.57115698",{CA275B48-1431-49F7-93A3-1184F0FF57E5},"16,497"
POINT (-75.319067493494 41.543600251964),-75.31906749,41.54360025,"5,617","5,617",RIDGE OUTDOORS LLC,1241 OWEGO TURNPIKE,HONESDALE,PA,18431,D,-1,5706473936,"http://maps.google.com/maps?q=41.54360025,-75.31906749",{9FD92298-21EF-4FCE-9130-85BA4194097E},"21,450"
POINT (-76.508319599811 40.788641757799),-76.5083196,40.78864176,50,221,WAL MART 2481,3300 ROUTE 61 SOUTH,COAL TOWNSHIP,PA,17866,D,-1,5706486700,"http://maps.google.com/maps?q=40.78864176,-76.5083196",{20864879-2E06-4D35-9B29-3E121FC3E065},"16,179"
POINT (-76.766084562582 41.106439941001),-76.76608456,41.10643994,"5,603",,AGPRO FARM AND HOME LLC,4675 STATE ROUTE 54,TURBOTVILLE,PA,17772-8562,D,-1,5706495158,"http://maps.google.com/maps?q=41.10643994,-76.76608456",{2FCFEB8C-9F49-4942-8C44-CCEF6E9F3FF6},"21,439"
POINT (-77.069955692058 41.783309837669),-77.06995569,41.78330984,50,159,WAL MART 1945,1169 S MAIN STREET,MANSFIELD,PA,16933,D,-1,5706621115,"http://maps.google.com/maps?q=41.78330984,-77.06995569",{232A765C-048E-42E6-9EA3-2C767F6357CA},"16,225"
POINT (-77.078835210756 41.806872481216),-77.07883521,41.80687248,200,640,COOPERS SPORTING GOODS,15 W WELLSBORO ST,MANSFIELD,PA,16933,D,-1,5706623429,"http://maps.google.com/maps?q=41.80687248,-77.07883521",{44971018-16BE-4FBF-8D70-E00308C340AF},"16,349"
POINT (-75.988123030573 40.836194844241),-75.98812303,40.83619484,50,"1,497",WAL MART 3634,35 PLAZA DRIVE ROUTE 309 NORTH,TAMAQUA,PA,18252,D,-1,5706682054,"http://maps.google.com/maps?q=40.83619484,-75.98812303",{F52F7462-D118-4E43-9B0E-86768E0D23F1},"16,287"
POINT (-75.964534999571 40.794976000165),-75.964535,40.794976,,"1,236",TOM’S AUTO & MARINE INC,250 S GREENWOOD ST,TAMAQUA,PA,18252,D,-1,5706685066,"http://maps.google.com/maps?q=40.794976,-75.964535",{29A676C9-FF28-4693-B3F9-DD7749FFC736},"18,053"
POINT (-76.851962419477 41.653977891621),-76.85196242,41.65397789,351,885,JIMS SPORTING GOODS,23 W MAIN ST,CANTON,PA,17724,D,-1,5706733387,"http://maps.google.com/maps?q=41.65397789,-76.85196242",{7DFF71FA-4DDC-43F7-B011-B52D48FA91BC},"16,404"
POINT (-75.992587874029 41.342374100131),-75.99258787,41.3423741,885,"1,662",PGC-NORTHEAST REGIONAL HDQ,ROUTE 415 AND ROUTE 118,DALLAS,PA,18612,D,-1,5706751143,"http://maps.google.com/maps?q=41.3423741,-75.99258787",{F5425D97-3AE6-4A0D-9A0B-1C268CDE64E7},"16,580"
POINT (-75.3191296102 41.311041633042),-75.31912961,41.31104163,"1,039","1,825",ROUNDHOUSE TRUE VALUE HARDWARE,1020 MAIN STREET,NEWFOUNDLAND,PA,18445,F,-1,5706769560,"http://maps.google.com/maps?q=41.31104163,-75.31912961",{272D40EC-788E-456A-AB76-4CC2FB325875},"16,901"
POINT (-76.539084999254 40.64609899975),-76.539085,40.646099,"1,254","2,103",MOORE SUPPLY COMPANY,2125 E MAIN STREET,VALLEY VIEW,PA,17983,D,-1,5706823960,"http://maps.google.com/maps?q=40.646099,-76.539085",{5675B609-49B4-4BF4-89FA-409D958517CC},"16,767"
POINT (-75.42877147896 41.404947834091),-75.42877148,41.40494783,329,858,HUNTERS GALLERY,237 MT COBB HWY,LAKE ARIEL,PA,18436,D,-1,5706897898,"http://maps.google.com/maps?q=41.40494783,-75.42877148",{B629A944-C40B-4EBD-872A-884220E5E32F},"16,393"
POINT (-76.391371923288 40.63129861598),-76.39137192,40.63129862,"1,138","1,954",PRIBILLA'S HOME CENTER,200 BRIDGE ST,TREMONT,PA,17981,D,-1,5706953042,"http://maps.google.com/maps?q=40.63129862,-76.39137192",{2A745B29-0248-42CA-B9FB-378367792881},"16,684"
POINT (-77.301311114333 41.747812917838),-77.30131111,41.74781292,"5,631","5,631",NESSMUKS SPORTING GOODS,91 MAIN STREET,WELLSBORO,PA,16901,D,-1,5707240717,"http://maps.google.com/maps?q=41.74781292,-77.30131111",{69243199-ACCB-4B5D-8AB2-5B4C0757B9E5},"21,457"
POINT (-77.298597002924 41.589825001288),-77.298597,41.589825,,,NESSMUKS SPORTING GOODS,1803 ROUTE 287,MEADVILLE,PA,16938,D,-1,5707245323,"http://maps.google.com/maps?q=41.589825,-77.298597",{70CC5DEB-AE13-4670-9755-5440E601D1CF},"18,064"
POINT (-77.291918577658 41.752111202966),-77.29191858,41.7521112,,"2,071",WELLSBORO BUILDING SUPPLY,41 WETMORE ST,WELLSBORO,PA,16901,G,-1,5707248890,"http://maps.google.com/maps?q=41.7521112,-77.29191858",{4CBBF577-435F-4083-BC42-3A63C0D93ACF},"21,403"
POINT (-77.302767973315 41.74695320188),-77.30276797,41.7469532,667,"1,230",TIOGA COUNTY TREASURER,118 MAIN STREET,WELLSBORO,PA,16901,D,-1,5707249213,"http://maps.google.com/maps?q=41.7469532,-77.30276797",{C1BEF5D2-B009-419A-A70D-B9B671BC47E0},"16,498"
POINT (-77.48019546296 41.080644085295),-77.48019546,41.08064409,"1,276","2,131",JD’S BAIT AND TACKLE,1309 MACKLEYVILLE RD,MILL HALL,PA,17751,D,-1,5707268725,"http://maps.google.com/maps?q=41.08064409,-77.48019546",{7D15BE3D-0AFD-433E-A536-C5802940F7CA},"16,148"
POINT (-76.835885030089 40.841954786856),-76.83588503,40.84195479,697,"1,669",DICKS SPORTING GOODS 389,486 MARKETPLACE BLVD.,SELINSGROVE,PA,17870,D,-1,5707431780,"http://maps.google.com/maps?q=40.84195479,-76.83588503",{6B7F5D52-671E-4F8B-A0B1-4E7BB9C716A8},"16,532"
POINT (-76.311610997895 41.683664999727),-76.311611,41.683665,"1,281","2,137",RUTTN BUCKS OUTFITTERS,13150 RTE 187,WYALUSING,PA,18853,D,-1,5707461110,"http://maps.google.com/maps?q=41.683665,-76.311611",{371C2037-FFAA-4F92-935D-1D1258D7434E},"16,781"
POINT (-76.229582164175 41.063174160129),-76.22958216,41.06317416,176,651,C M LAUBACK & SONS INC,547 E 8TH ST,BERWICK,PA,18603,D,-1,5707523571,"http://maps.google.com/maps?q=41.06317416,-76.22958216",{E34FB3FF-34EC-4A88-9252-A45F410C2053},"16,338"
POINT (-77.364894870866 41.309869653257),-77.36489487,41.30986965,"1,282","2,138",MCCONNELLS COUNTRY STORE,10853 HWY 44 N,WATERVILLE,PA,17776,D,-1,5707538241,"http://maps.google.com/maps?q=41.30986965,-77.36489487",{9A1539A5-7054-4903-9002-28E25CFE727F},"16,775"
POINT (-76.724037155011 40.68544054875),-76.72403716,40.68544055,"5,605","5,605",SHAWNS SHOOTING SUPPLIES,2008 HOOFLANDER ROAD,HERNDON,PA,17803,D,-1,5707584867,"http://maps.google.com/maps?q=40.68544055,-76.72403716",{A796AAC8-F1D5-4F36-9485-C51E2B5B6316},"21,440"
POINT (-75.101014384133 41.377529009298),-75.10101438,41.37752901,132,583,BLOOMING GROVE HUNTING AND FISHING,123 OLD FIELD RD,HAWLEY,PA,18428,D,-1,5707757371,"http://maps.google.com/maps?q=41.37752901,-75.10101438",{F63AA9C1-25B8-4F30-A91D-926E477BC8AA},"16,318"
POINT (-75.072513989661 41.253666536916),-75.07251399,41.25366654,"1,149","1,966","PICKEREL INN DELI, LLC",1524 ROUTE 402 RD,DINGMANS FERRY,PA,18328,D,-1,5707757737,"http://maps.google.com/maps?q=41.25366654,-75.07251399",{8FAD187F-B0BB-43BD-8C34-C29542C7E078},"16,690"
POINT (-76.010961608812 41.012668380556),-76.01096161,41.01266838,"1,209","2,043",DAVES GUN SHOP,17 N BEISELS RD,DRUMS,PA,18222,G,-1,5707885518,"http://maps.google.com/maps?q=41.01266838,-76.01096161",{286A9BE0-437E-44B2-A18F-D62D19333752},"16,714"
POINT (-75.439159138765 41.407013123234),-75.43915914,41.40701312,,"5,469",ON THE ROAD AGAIN AUTO SALES,109 MOUNT COBB HWY,LAKE ARIEL,PA,18436,D,-1,5707955332,"http://maps.google.com/maps?q=41.40701312,-75.43915914",{E19BFFAF-9339-4584-91E9-F25391F59158},"18,158"
POINT (-76.669871675479 40.781641364709),-76.66987168,40.78164136,"5,642","5,642","BAITS, BARRLES, AND BOWS",229 W SHAMOKIN STREET,TREVORTON,PA,17881,D,-1,5707978615,"http://maps.google.com/maps?q=40.78164136,-76.66987168",{E956C5D5-FC1A-40DF-96D3-37550C2DDC23},"21,468"
POINT (-75.369874001498 41.8600810016),-75.369874,41.860081,"1,294","2,152",FRONT LINE ARMORY,1646 CROSSTOWN HWY,LAKEWOOD,PA,18439,G,-1,5707982701,"http://maps.google.com/maps?q=41.860081,-75.369874",{471C438B-1A29-4043-8014-BCA9F10F9C5C},"16,783"
POINT (-75.856865993769 41.236551660488),-75.85686599,41.23655166,50,127,WAL MART 1623,2150 WILKES-BARRE TWP MARKET,WILKES BARRE,PA,18702,D,-1,5708216180,"http://maps.google.com/maps?q=41.23655166,-75.85686599",{F146348B-4C32-412D-8259-EBE828E737A2},"16,299"
POINT (-75.841324642586 41.241015407157),-75.84132464,41.24101541,697,721,DICKS SPORTING GOODS 07,479 ARENA HUB PLAZA,WILKES BARRE,PA,18702,D,-1,5708238288,"http://maps.google.com/maps?q=41.24101541,-75.84132464",{15C60539-8B47-4EFD-A52A-D414604199EF},"16,539"
POINT (-75.863089567872 41.237138574988),-75.86308957,41.23713857,342,879,J S SPORTING GOODS,254 WILKESBARRE TWP BLVD,WILKES BARRE,PA,18702,D,-1,5708244610,"http://maps.google.com/maps?q=41.23713857,-75.86308957",{FE782267-6462-4144-B3BE-E86FDD5854F2},"16,400"
POINT (-75.879722199649 41.244156876453),-75.8797222,41.24415688,410,954,LUZERNE COUNTY TREASURER,20 N PENNSYLVANIA AVE,WILKES BARRE,PA,18711,D,-1,5708251764,"http://maps.google.com/maps?q=41.24415688,-75.8797222",{9F3793E8-5DAF-4C53-A558-BB55A8D29FC4},"16,425"
POINT (-74.933348002738 41.283480002018),-74.933348,41.28348,"1,134","1,949",FLAIR HOME CENTER,1484 RT 739,DINGMANS FERRY,PA,18328,D,-1,5708287312,"http://maps.google.com/maps?q=41.28348,-74.933348",{D2490B4E-7A62-454A-9E2B-1D4A09533179},"16,780"
POINT (-75.93866982107 41.538120277844),-75.93866982,41.53812028,283,812,GAYS TRUE VALUE,189 E TIOGA ST,TUNKHANNOCK,PA,18657,D,-1,5708362175,"http://maps.google.com/maps?q=41.53812028,-75.93866982",{4FD40EE6-A3EC-4962-9F95-F7FD3B2D73C7},"16,381"
POINT (-75.950258116981 41.524730819838),-75.95025812,41.52473082,50,167,WAL MART 2024,809 HUNTER HWY,TUNKHANNOCK,PA,18657,D,-1,5708368064,"http://maps.google.com/maps?q=41.52473082,-75.95025812",{155F970E-2840-4C94-BA31-0DBA48FD09FA},"16,292"
POINT (-76.97738342168 40.801743073165),-76.97738342,40.80174307,963,"1,749",WEAVER'S ARCHERY LLC,5934 ROUTE 522,MIDDLEBURG,PA,17842,D,-1,5708371418,"http://maps.google.com/maps?q=40.80174307,-76.97738342",{86FB20C5-1588-402E-9588-FDE07CB8CF0A},"16,623"
POINT (-77.046616902224 40.791973247751),-77.0466169,40.79197325,594,"1,153",SNYDER COUNTY TREASURER,9 W MARKET ST,MIDDLEBURG,PA,17842,D,-1,5708374221,"http://maps.google.com/maps?q=40.79197325,-77.0466169",{353E98BB-C6EA-491D-BB47-E267FF5BD201},"16,482"
POINT (-75.514270748065 41.310860487316),-75.51427075,41.31086049,122,572,BILLS ACE HARDWARE,921 DRINKER TPKE STE 24,COVINGTON TOWNSHIP,PA,18444,D,-1,5708427645,"http://maps.google.com/maps?q=41.31086049,-75.51427075",{7C8E0F9F-12C2-46FD-B260-608CD1F0D3F0},"16,314"
POINT (-75.518696591163 41.337236324262),-75.51869659,41.33723632,635,"1,195",T R MATTHEWS HARDWARE,103 N MAIN ST,MOSCOW,PA,18444,D,-1,5708429288,"http://maps.google.com/maps?q=41.33723632,-75.51869659",{EB24A2E9-BC39-44C4-B46F-0DD1326D04D8},"16,491"
POINT (-76.3011709178 41.289291859802),-76.30117092,41.28929186,,,RED ROCK CORNER STORE,121 STATE ROUTE 118,BENTON,PA,17814-7501,F,-1,5708543622,"http://maps.google.com/maps?q=41.28929186,-76.30117092",{4D9E6032-5A1E-4D5B-A7BC-547563D5B3D2},"20,714"
POINT (-75.278096697927 41.369222713863),-75.2780967,41.36922271,"1,062","1,850",IRONWOOD POINT RECREATION AREA,155 BURNS HILL RD,GREENTOWN,PA,18426,F,-1,5708570880,"http://maps.google.com/maps?q=41.36922271,-75.2780967",{ECA12E62-7D6B-480A-A034-33C25610E0CB},"16,855"
POINT (-76.10946664977 41.706670799677),-76.10946665,41.7066708,585,990,SIBLE AND SONS BAIT AND TACKLE,527 STATE ROUTE 367,LACEYVILLE,PA,18623,D,-1,5708691018,"http://maps.google.com/maps?q=41.7066708,-76.10946665",{0CA1163D-2811-45E5-BDBE-01ED52AF7681},"16,481"
POINT (-76.137970582705 41.621017739743),-76.13797058,41.62101774,"1,155","1,976",BURKES GUN SHOP,138 TRAIL RD,MESHOPPEN,PA,18630,G,-1,5708691119,"http://maps.google.com/maps?q=41.62101774,-76.13797058",{18DC36B3-F468-4721-B0A4-ACD4B6B2C448},"16,693"
POINT (-75.76847179766 41.315529298664),-75.7684718,41.3155293,50,231,WAL MART 2543,390 PA-315,PITTSTON,PA,18640,D,-1,5708839400,"http://maps.google.com/maps?q=41.3155293,-75.7684718",{685E778E-EBB8-48D2-8B34-3E77150CCEDD},"16,774"
POINT (-76.54116308278 41.975813175398),-76.54116308,41.97581318,50,187,WAL MART 2208,1887 ELMIRA ST,SAYRE,PA,18840,D,-1,5708889791,"http://maps.google.com/maps?q=41.97581318,-76.54116308",{D837469E-C2FF-450D-A031-B4E782CC72D0},"16,253"
POINT (-76.516928076127 41.956990744398),-76.51692808,41.95699074,"5,606",,D & M SPORT & TACKLE,118 SUSQUEHANNA STREET,ATHENS,PA,18810,D,-1,5708909080,"http://maps.google.com/maps?q=41.95699074,-76.51692808",{5C455FB8-794C-4461-9CD7-F31EF0577D42},"21,441"
POINT (-77.428215378801 41.134025151114),-77.42821538,41.13402515,188,668,CLINTON COUNTY TREASURER,2 PIPER WAY STE 124,LOCK HAVEN,PA,17745,D,-1,5708934004,"http://maps.google.com/maps?q=41.13402515,-77.42821538",{5DA25D52-E952-4628-A98C-1B7571FBC4E0},"16,795"
POINT (-77.477940962888 41.115717388961),-77.47794096,41.11571739,50,225,WAL MART 2528,167 HOGAN BLVD,MILL HALL,PA,17751,D,-1,5708934627,"http://maps.google.com/maps?q=41.11571739,-77.47794096",{B7258020-4CCB-4353-97B1-9FC70315203C},"16,229"
POINT (-75.372120877569 41.125525453661),-75.37212088,41.12552545,50,209,WAL MART 2365,3271 ROUTE 940,MOUNT POCONO,PA,18344,D,-1,5708954700,"http://maps.google.com/maps?q=41.12552545,-75.37212088",{A01D842C-440C-4DD8-AF52-DF6DEE75C6EA},"16,233"
POINT (-77.182386953742 40.871187744141),-77.18238695,40.87118774,892,"1,676",NOGLE'S TRADING POST,3380 CREEK ROAD,MILLMONT,PA,17845,G,-1,5709221322,"http://maps.google.com/maps?q=40.87118774,-77.18238695",{752AF0E7-E42B-4D66-9541-D250201DAA4A},"16,587"
POINT (-77.752710930681 41.326227774928),-77.75271093,41.32622777,"1,311","2,175",TONYS HARDWARE,621-627 HURON AVENUE,RENOVO,PA,17764,D,-1,5709231509,"http://maps.google.com/maps?q=41.32622777,-77.75271093",{8AC4492B-11ED-4C55-A5A5-62674DAEA301},"16,934"
POINT (-76.402931508144 41.522664260864),-76.40293151,41.52266426,"1,336","2,209",SINCLAIRS  HARDWARE,221 CENTER ST BOX 386,DUSHORE,PA,18614,G,-1,5709288870,"http://maps.google.com/maps?q=41.52266426,-76.40293151",{5E997447-C86C-4555-8607-7E04A8AB3CFA},"16,807"
POINT (-76.066155932431 41.786133640909),-76.06615593,41.78613364,923,"1,706",FLYNN'S STONE CASTLE,3626 STATE ROUTE 706,LAWTON,PA,18828,G,-1,5709341197,"http://maps.google.com/maps?q=41.78613364,-76.06615593",{2D02914D-0BFD-49DF-825C-C9502B0C54CB},"16,606"
POINT (-75.780696275964 41.626424131006),-75.78069628,41.62642413,872,"1,642",CROASDALE SPORTING GOODS,54 MAIN STREET,NICHOLSON,PA,18446,D,-1,5709424868,"http://maps.google.com/maps?q=41.62642413,-75.78069628",{DEF10F35-B40E-4F92-8B37-2ECAFBC70B3B},"16,578"
POINT (-76.49414291441 41.425554132709),-76.49414291,41.42555413,628,"1,192",SULLIVAN COUNTY TREASURER,245 MUNCY ST SUITE 160,LAPORTE,PA,18626,D,-1,5709467331,"http://maps.google.com/maps?q=41.42555413,-76.49414291",{CFF09446-E3F8-40B6-8461-09E1885C271B},"16,489"
POINT (-76.18999171628 40.705294631694),-76.18999172,40.70529463,"1,072","5,441",DUNHAMS SPORTS 255,7165 FAIRLANE VILLAGE MALL,POTTSVILLE,PA,17901,D,-1,5709555960,"http://maps.google.com/maps?q=40.70529463,-76.18999172",{9A455112-140F-4E5C-AFFC-FB72B0269B39},"18,078"
POINT (-75.665778944696 41.408273631592),-75.66577894,41.40827363,383,919,LACKAWANNA COUNTY TREASURER,123 WYOMING AVENUE,SCRANTON,PA,18503,D,-1,5709636731,"http://maps.google.com/maps?q=41.40827363,-75.66577894",{2A3DEFB2-AEE2-4186-8C78-78C956BCAFF8},"16,415"
POINT (-77.029148000901 40.923540002036),-77.029148,40.92354,"1,309","2,173",MIFFLINBURG VARIETY STORE LLC,307 E CHESTNUT ST,MIFFLINBURG,PA,17844,D,-1,5709660225,"http://maps.google.com/maps?q=40.92354,-77.029148",{4B22E6C5-41B8-4AB3-8959-054A45E2084D},"16,793"
POINT (-77.649663002432 41.734585001862),-77.649663,41.734585,"1,310","2,174",GALETON HARDWARE,16 WEST ST,GALETON,PA,16922,D,-1,5709808039,"http://maps.google.com/maps?q=41.734585,-77.649663",{0354CAE1-97BA-4F57-8D7E-FF1E4C87E0CD},"16,794"
POINT (-76.792117821262 40.855525850483),-76.79211782,40.85552585,475,"1,020",NORTHUMBERLAND COUNTY TREAS,399 STADIUM DR,SUNBURY,PA,17801,D,-1,5709884161,"http://maps.google.com/maps?q=40.85552585,-76.79211782",{A1ED6A39-5229-4399-AAA8-1CBDC74DAD14},"16,448"
POINT (-75.419250456249 40.917271491243),-75.41925046,40.91727149,"1,152","1,972",DUNKELBERGER'S SPORTS OUTFITTER #1471,1471 US-209,BRODHEADSVILLE,PA,18322,D,-1,5709923865,"http://maps.google.com/maps?q=40.91727149,-75.41925046",{4C636CCD-A786-4550-BD32-481B20DC6302},"16,691"
POINT (-75.947339360367 41.539305929229),-75.94733936,41.53930593,728,"1,307",WYOMING COUNTY TREASURER,1 COURTHOUSE SQ,TUNKHANNOCK,PA,18657,D,-1,5709962287,"http://maps.google.com/maps?q=41.53930593,-75.94733936",{1BD35D54-E001-4D7F-8E6F-C3DB3C3D2CDD},"16,551"
POINT (-80.496753363172 41.605693963285),-80.49675336,41.60569396,363,896,K G M INC,10672 PERRY DRIVE,LINESVILLE,PA,16424,F,-1,5746544039,"http://maps.google.com/maps?q=41.60569396,-80.49675336",{DC2318EA-3E82-47AE-91C4-F93F59B9EACF},"16,857"
POINT (-75.645647690196 40.49640235819),-75.64564769,40.49640236,182,660,CHRIS BAIT AND TACKLE,9611 LONGSWAMP RD,MERTZTOWN,PA,19539,F,-1,5796587530,"http://maps.google.com/maps?q=40.49640236,-75.64564769",{E03E1C54-7FB2-4BDA-A350-BCA7EFF348E5},"16,833"
POINT (-75.326356230572 40.147041983067),-75.32635623,40.14704198,"1,323","2,189",SPORT FISHING OUTLET,230 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,F,-1,5896740486,"http://maps.google.com/maps?q=40.14704198,-75.32635623",{29DFAB82-5D38-4A6E-89AF-C00B97FA3DA2},"16,916"
POINT (-76.862556000095 40.999293000216),-76.862556,40.999293,76,585,BLUE HERON SPORTS INC,5115 ST ROUTE 405,MILTON,PA,17847,F,-1,5967073001,"http://maps.google.com/maps?q=40.999293,-76.862556",{BB146383-DD83-4B88-AB8F-486C7D0B76FD},"16,829"
POINT (-76.120277249885 41.979365823213),-76.12027725,41.97936582,,"5,601",LOCK-N-LOAD SPORTING GOODS,14800 STATE RT858,LITTLE MEADOWS,PA,18830,D,-1,6076870202,"http://maps.google.com/maps?q=41.97936582,-76.12027725",{7A121BC3-D6DD-4964-94F6-4D76BFC691CC},"21,437"
POINT (-76.87930313024 42.151860285955),-76.87930313,42.15186029,"1,324","2,191",SPORTSMANS WAREHOUSE 604,830 COUNTY ROAD 64 STE 17,ELMIRA,NY,14903,D,-1,6077398190,"http://maps.google.com/maps?q=42.15186029,-76.87930313",{BB3C5902-BCC9-48D8-8463-41327711372B},"16,720"
POINT (-75.492741194858 40.644988196726),-75.49274119,40.6449882,697,720,DICKS SPORTING GOODS 171,2643 MACAUTHUR ROAD,WHITEHALL,PA,18052,D,-1,6102310691,"http://maps.google.com/maps?q=40.6449882,-75.49274119",{1960FB3B-BF6C-4269-9029-EFC40211091B},"16,538"
POINT (-75.281986008746 40.713812938282),-75.28198601,40.71381294,50,193,WAL MART 2252,3722 EASTON NAZARETH HWY,EASTON,PA,18045,D,-1,6102508603,"http://maps.google.com/maps?q=40.71381294,-75.28198601",{48EE07F5-57DA-41AC-8844-97640BE688A6},"16,190"
POINT (-75.198560130369 40.608176066121),-75.19856013,40.60817607,"1,181","2,010",MUELLERS GENERAL STORE,3205 S DELAWARE DR,EASTON,PA,18042,D,-1,6102523760,"http://maps.google.com/maps?q=40.60817607,-75.19856013",{88CE0102-873C-4874-BD89-D66F27A86B8E},"16,127"
POINT (-75.285378438026 40.114883730127),-75.28537844,40.11488373,697,723,DICKS SPORTING GOODS 99,500 W GERMANTOWN PIKE,PLYMOUTH MEETING,PA,19462,D,-1,6102604400,"http://maps.google.com/maps?q=40.11488373,-75.28537844",{E0343AFE-FD29-46F7-B2C1-5DC584A712C9},"16,529"
POINT (-75.491360417791 40.672818093131),-75.49136042,40.67281809,201,635,COPLAY NEWS AGENCY,2 SOUTH SECOND STREET,COPLAY,PA,18037,D,-1,6102625987,"http://maps.google.com/maps?q=40.67281809,-75.49136042",{DC7D8953-840E-4289-AC4D-DFE8737C2FB6},"16,350"
POINT (-75.492245670673 40.644451704018),-75.49224567,40.6444517,50,179,WAL MART 2145,2601 MAC ARTHUR RD,WHITEHALL,PA,18052,D,-1,6102669645,"http://maps.google.com/maps?q=40.6444517,-75.49224567",{DCD7A184-0F9B-43E7-A100-4F5C2D9E64DB},"16,298"
POINT (-75.91997499876 40.099132996476),-75.919975,40.099133,"1,272","2,122",HONEY BROOK HARDWARE,5004 HORSESHOE PIKE,HONEY BROOK,PA,19344,D,-1,6102733724,"http://maps.google.com/maps?q=40.099133,-75.919975",{F7CB3920-8D9B-47DD-A5B8-62DDA342C1BA},"16,769"
POINT (-75.34410751461 40.115468117935),-75.34410751,40.11546812,450,992,MONTGOMERY COUNTY TREASURER,"425 SWEDE ST STE 600, BOX 311",NORRISTOWN,PA,19404,D,-1,6102783070,"http://maps.google.com/maps?q=40.11546812,-75.34410751",{E158AED4-834F-4C16-B560-05690ACA4833},"16,437"
