the_geom,Longitude,Latitude,Agent Key,key,Name,Address,City,State,Zip,Outlet Type,Status,Phone,Directions,GlobalID,ObjectID
POINT (-75.326356230572 40.147041983067),-75.32635623,40.14704198,1323,2189,SPORT FISHING OUTLET,230 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,F,-1,(389) 582-2147,"http://maps.google.com/maps?q=40.14704198,-75.32635623",{29DFAB82-5D38-4A6E-89AF-C00B97FA3DA2},16916
POINT (-75.981592117659 40.553078365151),-75.98159212,40.55307837,1287,2143,STATE STREET NOTARY VINYL,112 S 4TH ST,HAMBURG,PA,19526,F,-1,(381) 036-6135,"http://maps.google.com/maps?q=40.55307837,-75.98159212",{80657588-B477-4A33-97CC-24D39281FBA5},16917
POINT (-75.845469348932 40.661056384826),-75.84546935,40.66105638,1278,2133,WANAMAKERS GENERAL STORE,8888 KINGS HWY,KEMPTON,PA,19529,F,-1,(780) 464-8859,"http://maps.google.com/maps?q=40.66105638,-75.84546935",{F798CCA9-D84B-486E-AF7E-39CEA7885F00},16937
POINT (-75.645647690196 40.49640235819),-75.64564769,40.49640236,182,660,CHRIS BAIT AND TACKLE,9611 LONGSWAMP RD,MERTZTOWN,PA,19539,F,-1,(743) 045-6782,"http://maps.google.com/maps?q=40.49640236,-75.64564769",{E03E1C54-7FB2-4BDA-A350-BCA7EFF348E5},16833
POINT (-75.993253114226 40.327206421175),-75.99325311,40.32720642,682,1260,TULPEHOCKEN CREEK OUTFITTERS,2229 PENN AVENUE,READING,PA,19609,F,-1,(102) 244-2312,"http://maps.google.com/maps?q=40.32720642,-75.99325311",{01FE1C72-4EE6-4984-8C06-5C385A89AA41},16935
POINT (-79.810345659943 40.540703661677),-79.81034566,40.54070366,,5671,Harmar Bait and Tackle,"1331 Freeport Road, Ste 100",Cheswick,PA,15024,G,-1,(164) 834-2804,"https://www.google.com/maps/dir//40.54070366,-79.81034566/",{6A82B113-88B6-4D03-85CA-2DD42044D7CE},23658
POINT (-78.646417448659 39.830985792686),-78.64641745,39.83098579,5646,5646,"4329 BEDFORD VALLEY, LLC",4341 BEDFORD VALLEY ROAD,BEDFORD,PA,15522,G,-1,(170) 197-8239,"http://maps.google.com/maps?q=39.83098579,-78.64641745",{890AF9C8-94E0-4EA0-90D5-BBC97A41C29A},23567
POINT (-79.496329034005 40.215037793852),-79.49632903,40.21503779,5678,5678,Johnson's Gun Depot,2231 Mt. Pleasant Rd,Mt. Pleasant,PA,15666,G,-1,(914) 083-5226,"https://www.google.com/maps/dir//40.21503779,-79.49632903/",{F9AA2D51-4EDE-46F3-BF98-C75B0033F64A},23661
POINT (-79.568602578761 40.926325189391),-79.56860258,40.92632519,5615,5615,SPARTAN/JOHNS LLC,625 SHERRETT RD,COWANSVILLE,PA,16218,G,-1,(536) 496-7793,"http://maps.google.com/maps?q=40.92632519,-79.56860258",{61C7C14A-FC09-4D13-B83A-5555B11ED3A5},21448
POINT (-76.945798583527 41.781700143276),-76.94579858,41.78170014,,5572,KT BACK ROAD ARMS,336 TICE RD,MAINESBURG,PA,16932,G,-1,(245) 390-9495,"http://maps.google.com/maps?q=41.78170014,-76.94579858",{B6C89713-93D3-45F6-ADB1-67D66DAC0A4B},21381
POINT (-77.511782378916 40.338324432192),-77.51178238,40.33832443,,,Blain Market,31 East Main Street,Blain,PA,17006,G,-1,(541) 598-7305,"https://www.google.com/maps/dir//40.33832443,-77.51178238/",{3D743A75-8071-4D2B-83AC-75D582D4996B},23657
POINT (-76.694389011847 39.823197435186),-76.69438901,39.82319744,,5654,FREEDOM ARMORY,10598 Second Amendment Drive,Glen Rock,PA,17327,G,-1,(891) 194-3484,"https://www.google.com/maps/dir//39.82319744,-76.69438901/",{FBA65BB7-1669-4ADD-ABFC-A1B94318404D},23632
POINT (-77.004083069503 41.24401807952),-77.00408307,41.24401808,,5669,Barrs Ace Hardware,511 Market Street,Williamsport,PA,17701,G,-1,(545) 745-5245,"https://www.google.com/maps/dir//41.24401808,-77.00408307/",{9EF85E6F-C150-4323-8B4C-ECE097AA902D},23655
POINT (-75.219444139839 41.550241786019),-75.21944414,41.55024179,5655,,TOMMY GUN SHOOTING RANGE,1097 TEXAS PALMYRA HIGHWAY,HONESDALE,PA,18431,G,-1,(460) 105-5024,"https://www.google.com/maps/dir//41.55024179,-75.21944414/",{6429EF7C-D8A9-4B12-89C2-2CFA13A5A41E},23638
POINT (-75.60258555646 41.946329204808),-75.60258556,41.9463292,,5668,Rae's Reels and Rifles,1344 Main Street,Susquehanna,PA,18847,G,-1,(624) 755-7688,"https://www.google.com/maps/dir//41.9463292,-75.60258556/",{E8F8646C-68B1-445B-8679-EA196AD401F3},23653
